"","s161_P3_258","s180_P2_392","s201_P2_195","s217_P2_360","s220_P3_264","s243_P2_408","s259_P1_379","s282_P2_631","s284_P2_534","s295_P2_794","s306_P2_685","s332_P2_760","s358_P2_865","s359_P2_950","s364_P2_972","s486_P3_279","s697_P2_870","s732_P2_199","s735_P2_479","s738_P2_114"
"COL17A1",0.109782966155615,0.135957669247637,0.148587923032176,0.000804280531999799,0.0462400171215732,0.0232662908105015,0.121915262957799,0.182712238361689,0.00143499759284435,0.592433049062123,0.018457062411388,0.0186195539046708,0.632534606915228,0.361190142556184,0.136186768605202,0.0468786014807239,0.315741488949023,0.000151571927104244,3.55627406770481e-05,0
"COL23A1",8.92061758470511e-05,9.6070037672132e-05,0.000149982169036897,0,5.9470783898034e-05,0.000208151748289619,2.81216566944181e-05,0.000506940755983,5.9470783898034e-05,1.60116729453553e-05,0,9.50513917468125e-05,0.000899495606457765,8.80642011994544e-05,0.000149982169036897,0.000570308350480875,4.46030879235255e-05,8.00583647267767e-06,0,3.16837972489375e-05
"COL6A2",0.00368204412078581,0.00261462152097739,0.00327228604706639,0.000826344620270487,0.0415270524598788,0.0045584292983355,0.000773616518475369,0.00272428325916134,0.00377580413548652,0.00264153303114195,0.0405882581115074,0.0359757800023873,0.0872845093937819,0.00174912679296296,0.0178565101530075,0.028394750743918,0.00352010662709861,0.00269150798037977,0.00133142885937159,0.000512364906330283
"COLEC12",0.00118816423022886,0.00111940296428303,0.00245540723824098,0.00469604490418388,0.00129892530253833,0.00377280258332427,0.00228409975650324,0.00260999189922617,0.000946503708826377,0.00243781089999414,0.000785159291297989,0.00218307872611854,0.00150030907037373,0.00101990047856898,0.00555321753299851,0.00130014466355504,0.000624289680289738,0.000688225526188823,0.000385441833909922,0.000688882620241851
"CORIN",0,6.18041989213474e-07,3.61826955927972e-07,3.6695442376177e-06,0,0,3.61826955927972e-07,0,2.86942545805993e-07,0,3.61826955927972e-07,3.66893274882623e-06,1.43471272902996e-06,9.27062983820211e-07,3.61826955927972e-07,6.11488791471039e-07,0,9.88867182741559e-06,3.61826955927972e-07,0.000313693138535851
"CPAMD8",2.07505374949452e-05,0.000445462282798556,3.63269099844066e-05,0.000421106278476189,1.93697509620771e-05,1.56310408640148e-05,7.87143594512117e-06,0.00574186431648406,8.3013218408902e-06,0.00016408294175581,6.0544849974011e-07,6.93739162168944e-05,6.77318684534633e-05,0.000205329449422343,1.69519525442233e-05,0.000118926713514676,9.13145402497922e-05,0.000111553862250571,9.08172749610166e-06,1.65175990992606e-06
"CPD",0.00619437999125711,0.00165212221884252,0.00391017526030819,0.000652837526640113,0.00494608861063199,0.00251866012217486,0.00203854824051989,0.00613243433326091,0.00102704235794531,0.00324063156873988,0.000979379351428201,0.0157867525802162,0.00475095056262238,0.00535127521813558,0.012396416339506,0.0014150982562178,0.00209981292359521,0.00296570193350304,0.00192389268268453,0.00226853775986436
"CPM",0.000148563867943232,0.00138516813727264,0.00447134319402244,0.00382269475454786,0.000300813995822433,0.00116824133060643,0.000363744198833199,0.000738293517384806,0.000587075754176268,0.0029145700972892,0,0.000143327165434639,1.70434222161131e-05,0.000798035122771623,0.00220381854168425,0.000112113693851095,0.000231063812074564,0.00130262928637579,0.000675077688683131,0.00250217380367672
"CPO",0,0,0,0,0,1.82103015725685e-05,0,3.75719238761836e-06,4.35593938612985e-06,0,0,3.75719238761836e-06,1.30678181583896e-05,0,0,3.75719238761836e-06,0,0,0,0
"CR1",0,0,0,1.47920796757346e-05,0,0,1.05277377735587e-06,1.1094059756801e-05,0,0,0,0,2.08322209831405e-06,1.95511368550685e-06,0,0,1.24993325898843e-05,9.77556842753425e-07,1.78971542150498e-05,0
"CR2",0.00475630413948205,0.00053439880861387,0.00376005061986415,0.0124789608169759,5.00663593629689e-05,9.71634197479764e-05,0,0.00380835848349169,0,4.85817098739882e-05,0,0.00613169667782309,0.000100132718725938,0.0057812234750046,0.000371873138228323,2.39519401477465e-05,0.000300398156177813,0.00109308847216473,0.000723086657666183,0.00114969312709183
"CRB1",0,1.94636071832735e-06,1.6446781312413e-06,0,0,9.73180359163674e-07,1.6446781312413e-06,1.54353812070543e-06,2.90911477128183e-05,9.73180359163674e-07,8.22339065620651e-06,7.71769060352717e-07,1.66230380348094e-06,0,0,3.08707624141087e-06,0,0,4.93403439372391e-06,0
"CRB2",0,2.36062766054708e-06,5.41625190861787e-07,6.73181165968984e-07,9.2395445070077e-07,4.72125532109417e-07,1.62487557258536e-06,1.34636233193797e-06,0,0,0,0,3.2338405774527e-06,4.72125532109417e-07,1.08325038172357e-06,6.93376600948053e-05,1.38593167605115e-06,0,5.41625190861787e-07,0
"CRB3",0.000490990119500122,0.000283823318270186,0.00153940555582387,0.000131902817899162,0.000441452567413701,0.00021789685209102,0.000289521228388893,0.000258666564971084,0.000514301223096566,0.00114860356141003,5.29612003150414e-05,0.000358021934297725,0.000215956977605416,0.000667201850225587,0.000550796483276431,8.73659170866904e-05,0.000291388794955562,0.000256746678432829,0.000381320642268298,0.000364874028734045
"CRHR2",5.32197363024684e-07,9.06974261505573e-07,0,0,0,2.26743565376393e-06,1.23718509925515e-06,0,5.32197363024684e-07,0,0,0,0,0,0,1.76170295298564e-05,0,0,0,0
"CRIM1",0.00476595023239314,0.00988160086049092,0.00240495790813527,0.00133978677373744,0.00522910501653674,0.00659952765748422,0.00568245345663331,0.00115131523981719,0.00552681859370759,0.00999193620679399,0.0100856631366024,0.00737852124793105,0.00917266574749425,0.0105235711295019,0.00919922774394395,0.0225502338960758,0.0145218434883052,0.00517260275856871,0.000163592485275891,0.00469539951896975
"CRTAM",0,0,0,3.57408660321199e-06,0,0,1.37361382417227e-05,0,1.20804371360656e-05,0,3.20509892306862e-05,5.36112990481798e-06,3.92614206922133e-05,0,0,0,4.22815299762297e-05,0,0,0
"CSF1",0.0179738134112104,0.0250020271904729,0.0438367332415566,0.0195532287139964,0.00987083527695424,0.00836579576764779,0.0111928073639355,0.0150486882509265,0.00279920044928687,0.0676234659920829,0.00518749148702538,0.0259703114965821,0.0269312843141963,0.122100781084955,0.00922997274722315,0.0395033351243229,0.00889851090194353,0.00547755457527077,0.000794480678193077,0.00737335394234357
"CSF1R",0.00372749316043246,0.0024829560612441,0.00883904005892729,0.00239236158697016,0.0034605031126974,0.00523413268465963,0.00480052266027954,0.001601444231715,0.000761530860733514,0.00176259226569797,0.000361943450688833,0.00372561293367591,0.00267203810783689,0.00341789630652737,0.0117250628367882,0.00270611392624494,0.000975293909360465,0.00157100614986124,0.000247645518892359,0.000516384058389735
"CSF2RB",0,4.55134178829e-07,7.83577309335147e-06,5.32566256317223e-07,0,0,0,0,0,0,0,0,1.10537904831837e-06,0,0,0,5.52689524159186e-07,0,7.83577309335147e-07,0
"CSF3R",0,7.64904704503816e-06,0.00012878132374697,0.000155288780194378,1.08669989906572e-06,0,0,1.92904917622586e-06,0,0,0,6.43016392075287e-07,5.43349949532861e-07,1.09638890661229e-05,1.92210521135091e-06,0,0,0.000112441246530296,0,0
"CSMD1",9.89278204010539e-07,4.2069557917133e-07,9.75475436883191e-07,3.05853117564704e-06,4.9463910200527e-07,5.88973810839862e-06,6.34059033974074e-06,0,4.9463910200527e-07,4.2069557917133e-07,0,2.03902078376469e-06,1.48391730601581e-06,1.26208673751399e-06,4.87737718441596e-07,0,0,1.26208673751399e-06,4.87737718441596e-07,0
"CSMD2",0,0,6.47944140337493e-06,2.66787691234247e-06,0,0,0,0,0.000114828105087011,0,0,0,0,0,0,0,0,0,0,6.40290458962192e-05
"CSMD3",3.79719951147368e-06,0,0,1.76295156926496e-06,0,1.11151763493948e-06,1.69062173985974e-05,0,0,0,0,0,7.59439902294736e-06,1.11151763493948e-06,1.87846859984415e-06,0,5.69579926721052e-06,0,9.58018985920517e-05,0
"CSPG4",0,1.61233661488689e-06,1.48297949860852e-05,4.5840120274649e-05,1.76209115317453e-06,1.20925246116517e-06,0.000350970578854435,0.000135630046585817,1.52714566608459e-05,1.08832721504865e-05,2.05969374806739e-05,0.000619077440408969,0.000892585511549405,6.086570721198e-05,1.31820399876313e-05,0.000356796812447011,2.34945487089937e-06,0,9.47459124111001e-06,4.72578559532464e-07
"CSPG5",0.000440994966703297,0.000170486680616569,0.00172619115034899,0.00369086111303846,0.000200452257592408,3.40973361233137e-05,0.000421665013825708,0.000936487148084385,0.00159025457689977,0.00302329713626715,0.000329425792051335,0.000605962272289897,0.000334087095987347,0.000431899590895307,0.000948746281107843,0.00548120419025861,0.000494448902061273,0.000670580943758503,0.000790621900923203,0.000275437396495407
"CTLA4",0,0.000744609025933293,0,0,0,0,0,0,0,0.000301868524027011,0,0,8.67916974960146e-05,0,0.00433280467703549,0,0,8.04982730738695e-05,0,0
"CTNNA1",0.515883446925535,0.269234935109198,0.572276290399536,0.321076728095406,0.248961111189929,0.16708764450126,0.246307579858395,0.765620910717934,0.341388960156517,0.428093016944372,0.191276554092232,0.861428516998194,0.35514258606881,0.629115306365434,0.269292304125556,0.322762865842438,0.811493780629562,0.240399724211515,0.268545681892458,0.382555981099573
"CTNNB1",0.18708936471282,0.0869566293859305,0.269575421388821,0.0346384123502302,0.0810411643665294,0.22119168327226,0.0866930074955574,0.147260426144576,0.0644169870934916,0.148597734005741,0.0512973192414013,0.0997753614229441,0.120046072346497,0.145149814722349,0.200015813166951,0.172566718553624,0.242779482058156,0.146296988908614,0.101493988745747,0.0587869628561304
"CTNND1",0.00815737886109824,0.00307273443900575,0.00808105769017813,0.00499372311506179,0.0117152715836735,0.00249088782921779,0.00474284908880072,0.00499048880819847,0.00896861178606869,0.00440335550417592,0.00347252489524221,0.00895114826145939,0.00825004063177612,0.00307528199977869,0.00478491681973307,0.00375425338919033,0.0189246966779063,0.00367016577695954,0.00610585302144501,0.00234504479553572
"CTNS",0.00518382178159233,0.00174376891121807,0.00617478709598262,0.00117384792698674,0.00628970376166536,0.00127429266589013,0.00119788294213737,0.00292635328276977,0.0103676435631847,0.00285039148949107,0.0028378417319683,0.00519376455176512,0.0116824335610559,0.000972486508179308,0.00300896786655935,0.0030586343709926,0.0090544778294717,0.00353783884872127,0.00246706844035435,0.00125651327395764
"CUBN",0.000391036844050087,0.000624139513164811,0.00254976947823174,0.000166983958072339,0.00152069883797256,0.000624139513164811,0.000120597205051501,0.000296860369906381,2.17242691138937e-05,0.00216613125157199,0.00106814667331329,0.00144719430329361,0.00156414737620035,0,0.000258422582253217,0.000500951874217017,2.17242691138937e-05,0.000293712712077558,0.000430704303755361,0.000296860369906381
"CX3CL1",0.00116343402602128,0.00126121430285944,0.00371707025343634,0.000155796949001693,0.000980343871370553,1.32476180172646e-06,0.00169278336955959,0.00262012256969145,1.90131352401322e-06,0.00541960053086294,0,0.000801984201272845,0.000261113723964482,0.000219910459086592,0.00234873183959239,0.00187349329772689,3.04210163842115e-05,0.000494136152043969,0.000430635063105038,0.000745092622057041
"CX3CR1",2.19177517127615e-05,6.01634823381266e-05,0.000186443768116165,8.79988859501301e-05,3.28766275691423e-05,0.000120326964676253,9.32218840580826e-05,5.63192870080833e-05,2.19177517127615e-05,5.41471341043139e-05,2.58949677939118e-05,0.000116158529454172,0.000105935799945014,0.000105286094091721,0.000258949677939118,0.000105598663140156,2.55707103315551e-05,1.20326964676253e-05,3.10739613526942e-05,7.03991087601041e-06
"CXADR",0.0006425134744183,0.00424566284734686,0.00162391795196074,0.00118703143666724,0.000998790968950493,0.000930171344821029,0.00204878740849966,0.00348140802904819,0.000486764540898393,0.00866581193817031,0.00165488511351605,0.00164827369201514,9.21491892569341e-06,0.00304957192982994,0.00104669006056966,0.00251499510895761,0.00145384101123098,0.00226849418593873,0.00264026762632496,0.000344149236900484
"CXCL16",0.0308027736008909,0.0351765895462061,0.0329988120488384,0.0315758578957595,0.0298080430025815,0.00891847557769033,0.0262144528617002,0.0509792782321127,0.0397221757064548,0.0324579464333042,0.000634240317543464,0.00674906991510887,0.0174052516711797,0.027899246091548,0.0274252385956246,0.0299689058795556,0.0197831247998291,0.0217502887225736,0.00522751935916555,0.0269961189692511
"CXCR1",0,0,0,0,0,0,0,0,3.12440660196269e-05,0,0,0,0,0,0,0,0.000109354231068694,0,0,0
"CXCR2",2.65327815207951e-05,1.5219281608312e-05,4.72897767272988e-06,0,3.31659769009939e-06,1.5219281608312e-05,4.72897767272988e-05,9.0868614043467e-05,1.32663907603975e-05,0,0,1.94718458664572e-05,3.31659769009939e-06,7.60964080415601e-06,0.000113495464145517,0,0.000331659769009939,0,0,0
"CXCR3",7.60904790030034e-06,1.06033811662455e-05,0.00239732590536044,1.96894315878662e-05,0.000560533195322125,0,2.5722380958803e-06,0,0,5.30169058312274e-05,0,3.06280046922363e-05,0.000263780327210412,0,1.54334285752818e-05,4.37542924174804e-06,5.07269860020022e-06,1.06033811662455e-05,0,0
"CXCR4",0.000729602117830199,0.000901229839508152,0.00174554273504611,0.000746977357500826,0.000364801058915099,0.00150204973251359,0.000905096232986871,0.142510713015614,0.00132240383856724,0.000413063676441236,0.000258598923710535,0.000878796891177443,0.00364801058915099,0.00240327957202174,0.00381433412473039,0.00136213518132504,0.00196080569166866,0.000638371136318274,0.0175847268123164,0.00145001487044278
"CXCR5",4.51447274753758e-06,2.05133252380646e-06,1.37511165472563e-05,1.7665997986467e-06,7.51910850689137e-06,4.10266504761292e-06,8.61012682972649e-06,8.83299899323352e-07,5.26713550907741e-06,8.21148409279725e-06,5.15817216979424e-06,1.1474956933867e-05,6.0152868055131e-06,1.23223544705054e-05,6.87641739624135e-06,5.29450489104907e-06,1.50532552307965e-06,1.23203031379816e-05,3.43649045289423e-06,8.82417481841511e-07
"CXCR6",0,0,3.39214432703831e-06,1.19153967918837e-05,1.34247075197963e-05,0,0,0.000103266772196326,0,6.2995754070394e-06,1.01764329811149e-05,1.98589946531396e-05,0.000597399484630935,0,1.35685773081532e-05,0,0,3.1497877035197e-06,2.03528659622299e-05,0
"CYBA",0.010468200438096,0.0040008961032449,5.99617599013657e-06,0.00283569385451981,0.0108516479060048,0.00031524570463311,0.00596219965825112,0.00757718631071029,0.0283427970260571,0.00269321410928169,0.00207667361919197,0.00612441604695958,0.00615136142678562,3.89192227942111e-06,0.00409938565192337,0.00145787110951355,0,0.00384911891819204,0.00261633545448025,0.0030502887349752
"CYBB",0.00023400719718144,0.000378049632192855,0.00134583846326441,0.00116764317439422,0.000211177226724714,0.00090970401698305,0.000770078692883913,0.00068720665992993,0.000185493509960898,0.000436412062201328,0.000115151954076099,0.00121021349846067,0.000573603007725238,0.000408752142766033,0.00248296400976589,0.00121629497332731,0.000148394807968718,0.000212059382337265,3.23864870839029e-05,0.000681125185063294
"CYSLTR1",7.38745845806291e-05,0.00125963518392877,0.00249003737594372,0.000238416054648562,0.00020315510759673,0.000554239480928658,0.001055100583027,0.00264425078792041,0.000147749169161258,0.000554239480928658,0,0.000325112801793493,0.000369372922903146,0.00070539570300011,0.0016881609328432,0.000260090241434795,0,0.000302312444142904,8.44080466421599e-05,0.00247085729363055
"CYSLTR2",0,0,0,1.06445133942206e-06,0,0,0,5.32225669711028e-06,0,0,0,0,0,1.68830084224662e-06,0,4.79003102739925e-05,0,0,0,0
"CYTH1",0.0463536951892147,0.0395346178017585,0.128046815586185,0.0297204115522392,0.0437583810335498,0.052599630838347,0.0532404007141553,0.0852883606341981,0.0280224677508151,0.0851774101536771,0.0272929514422029,0.0584038386549839,0.0342993362686873,0.112495226385173,0.0337069013197184,0.057007535942175,0.0457391719984213,0.0384034429450198,0.069455927583508,0.0252125171993723
"CYTH2",0.000502488280873992,0.000286873939527809,0.000338594101329395,8.50138062563393e-05,0.000407843411861756,0.000526162109741837,0.000315229443264338,0.000291330240970927,0.000564626964137787,0.000491542416822445,0.000124601322150819,0.000143030197189821,0.000606982525875891,0.000772997086899128,0.000103148736025796,0.00018217204847882,0.000415699343832842,0.000402561222624668,0.000379686823922919,0.000186053380014336
"CYYR1",0,0,0,0,0,8.3988390433626e-07,7.15667848818771e-07,0,0,8.3988390433626e-07,0,0,0,0,0,0,0,0,0,0
"DAB2IP",0.00384167023392753,0.00354203119702914,0.0151117958652437,0.00215883396199073,0.00249605055999603,0.00156405594239002,0.00635053164760283,0.00947455425981642,0.00301655399430799,0.00582874701457076,0.0034071889959631,0.00377356586601253,0.004514006885953,0.00711460056775812,0.00480296171950952,0.00276361398652453,0.0120928474171523,0.00429183309968866,0.00348309603188311,0.00161186700575305
"DAG1",0.0318169629344391,0.0096023043241209,0.0173508330697778,0.00516578200332274,0.0185604179987717,0.00592465662792966,0.00842384750538952,0.017464517667421,0.0246526865786571,0.0309080674500394,0.00838801183787867,0.00954537502161324,0.0294567636485904,0.0261494099742606,0.0291225219423485,0.00939585020477265,0.0228462568332492,0.0126031107338464,0.00505329174433143,0.00328623638506948
"DAGLA",0.00178104118972679,0.000920085401445297,0.00292785313519283,0.00189407285505234,0.000954252242851687,0.000575053375903311,0.000721103294424347,0.00160041814884267,0.000554637585195385,0.00105364618552607,0.000603815409186652,0.00303198484161479,0.00156400909117208,0.00116494683892671,0.00261942943697519,0.00120398429545963,0.000451288966835996,0.000389552286902243,0.000473495536700324,0.000844257280352786
"DAGLB",0.00102010564240828,0.000453168109379402,0.000831216272875034,0.00063279366980775,0.000705509734529148,0.00033880649025184,0.000646622908728016,0.000776895198575851,0.00111355043407926,0.000780215769960103,0.000832348955233735,0.00090012957292156,0.000718021992133893,0.000674405541143283,0.00102653025163213,0.000507487992618096,0.00104661125756575,0.000483454416995384,0.000496982134241972,0.000184199345468791
"DCBLD1",0.0095262276021876,0.00155247884676575,0.00994480042383202,0.00221064752786391,0.00534456183581099,0.00216854188119661,0.00388097345268474,0.00342201604641056,0.00510918580313741,0.00764913720557899,0.00394003174435603,0.00847265651753092,0.0392766323439212,0.0102372919407871,0.00185611351979112,0.00195153045987909,0.00699209599935122,0.00304749133367979,0.0013923371921953,0.000352266357718734
"DCBLD2",0.0172106391757432,0.00030518635913603,0.0126862032782029,0.000594920900905212,0.00716743412772607,0.00298254317600873,0.000690098215651707,0.00719392160029452,0.000242478498477997,0.00500794875311199,0.0042768084365175,0.0475255379143716,0.0119878937198585,0.000679011853294027,0.016874837136573,0.0309296334426579,0.00262141724613358,0.000755802527313736,0.000560218152649132,0.000261541820437387
"DCC",0,1.39270768908927e-05,0,6.12307430857825e-06,0,0,0,0,0,0,8.89563411764298e-07,0,0,0,0,0,4.05883465482095e-05,8.70442305680794e-07,8.89563411764298e-07,0
"DCHS1",0.00043677654114607,0.000409514918881965,0.000737582744829398,0.00109190738715468,0.000352626932301414,0.000855886180463306,0.000671811035099388,0.00434272588548387,0.000496883404606539,0.000384944023749047,0.000122147460927161,0.000916735079054996,0.000617097131527475,0.000184281713496884,0.0010429513971473,0.000537195078172354,0.000168299217689311,0.000507798499413636,0.000164429274325025,0.00147728646497397
"DCHS2",0,0.00123769769900064,8.34561227657378e-05,4.04906727291604e-05,0,3.99257322258272e-05,0.00075110510489164,0.000728832109124887,0,0,0.00100147347318885,0.000485888072749924,0.00024106409828988,0.000598885983387408,0,0.000161962690916641,0.000103313184981377,3.99257322258272e-05,0.000584192859360164,4.04906727291604e-05
"DCST2",8.42616992927608e-06,5.20428811876987e-05,0.000115236578459028,3.38974567834855e-05,4.21308496463804e-05,2.3130169416755e-05,2.954784063052e-05,0.00018643601230917,0.000134818718868417,0.000216845338282078,3.8412192819676e-05,1.35589827133942e-05,5.05570195756565e-05,8.96265152187484e-05,9.1598305954612e-05,0.000169487283917428,0.000164310313620883,3.75865253022268e-05,0.0001477392031526,5.76256765319254e-05
"DCSTAMP",0,0,6.35764270714053e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69225548120056e-07,0
"DCT",0,2.95810217240703e-06,0,4.2133518197994e-07,0,0,0,1.68534072791976e-06,7.25387596847824e-07,9.86034057469011e-07,0,2.94934627385958e-06,7.25387596847824e-07,9.86034057469011e-07,0,8.4267036395988e-07,0,0,1.53493773092907e-06,0
"DDR2",0.000824717088166185,0.000413771431213688,0.001040281541422,0.00035867986164979,0.0003842431888047,0.00107762449667741,0.000607153167298344,0.000340745868567301,0.00143388311919803,0.000291004083490945,0.000162423140296372,0.000807029688712028,0.0011527295664141,0.00046833469686824,0.000719302478455363,0.000367646858191035,0.000215551057134344,0.000454693880454602,0.000123750964035331,0.000618722761345888
"DGCR2",0.0252552970353266,0.024585419902942,0.0808881050558037,0.0173311372377843,0.0283560381901627,0.0171301898327473,0.0217417301764348,0.0629290755512207,0.0245063407213138,0.0638089620757422,0.0287313978745132,0.0339851159484554,0.0306928436051173,0.0275059106049368,0.0297499926646854,0.0475283083183457,0.0119236229915439,0.0275704664677828,0.0162462883496017,0.00654826680125698
"DGKG",0.00355439188420551,0,0.000804566630652331,0.000996822632211843,0.00103669763289327,0.00141598329743078,0.000458415870953072,0.00243180905880252,1.8512457730237e-05,0.00146810538199879,0,0.00890582152398293,0.00390614709353774,1.73740281893348e-05,0.000486482148766526,0.00179647155695321,0.010385488786663,0.000243236394650687,0.000205819370631992,0.00027385237148677
"DIAPH1",0.0411208808963382,0.00956016268176863,0.0426521917682596,0.0116531959469271,0.0238374690686567,0.0115861247569688,0.00955635439083027,0.065327832542893,0.0203345981235111,0.0210837132843677,0.0120782270254115,0.0893477607399356,0.0421604369603681,0.0195622367546507,0.0329793331190422,0.0294993456565968,0.0578876643324702,0.00945629206206463,0.0148451050623243,0.0454224863212759
"DISP2",0.00017648211800409,8.4323651356088e-05,0.000212283071252955,0.0005644273858439,0.000311708675955276,5.38734439219451e-05,4.03069122632193e-05,0.000200388421009669,0.000238365458083446,4.2161825678044e-05,0.000730898675706376,0.000130252473656285,0.000433183380555494,8.19813277073078e-05,0.000126294991758087,0.000143611701723596,0.000220029653615489,2.34232364878022e-05,1.34356374210731e-05,3.33980701682781e-06
"DLG1",0.00514373547782079,0.00162965468771151,0.00299896012004901,0.00493495789303648,0.00636207735885922,0.00216276565279509,0.00460248709533151,0.0127271636437747,0.00535197452856915,0.00303744809046982,0.00226305882891272,0.00864669927565944,0.0089353887633727,0.00249798769703393,0.00238557009001642,0.0116630642757123,0.00938377980009551,0.00307912958166953,0.00181161672558063,0.0030017975980318
"DLG2",2.97604613185763e-05,2.4711547891724e-05,4.14334947818698e-05,6.50492522711022e-05,7.44011532964407e-06,3.80177659872677e-05,0.000148286116403809,2.71038551129593e-05,0.000344107194024871,4.9423095783448e-05,3.92527845301924e-05,5.42077102259185e-05,2.04603171565212e-05,7.4134643675172e-05,4.57949152852245e-05,2.71038551129593e-05,9.30014416205509e-06,5.70266489809016e-06,4.36142050335471e-06,5.42077102259185e-06
"DLG4",7.24092662459275e-05,0.000129794434112652,0.000267211915012727,0.000358346242134224,0.000161273837478487,0.000326763180616939,0.000165952080719902,0.000285709777331239,0.000129457029696814,0.000497544192217498,6.09428545016588e-05,0.00064890017224383,0.000713110756804486,0.000389384440885623,0.000381596027418079,0.000981918323326617,0.000206253572737298,7.8559789068184e-05,0.000171577574981593,0.00056980376095
"DLG5",0.00230032121006744,0.000728374770105402,0.00636236712725104,0.000607099591780617,0.00205059272408825,0.000387442797450512,0.00276022014994875,0.0106364398409865,0.00103991493806832,0.0015719949224343,0.00134991291214365,0.00786018298601466,0.00627396468133184,0.000948107616310337,0.00472922586165665,0.0038803334611694,0.00475270328124502,0.000541299791157358,0.00313167160176741,0.000738636297840797
"DLK1",8.44586450314508e-05,7.17098718838558e-05,0.000156831362305864,5.05066784486762e-05,2.11146612578627e-05,0.0020386092149839,0.000104554241537243,0.0151625594303986,6.33439837735881e-05,0,0,7.07093498281467e-05,0.000147802628805039,0,0.000156831362305864,1.01013356897352e-05,0,0.000122931208943753,0,0.000181824042415234
"DLK2",2.25136312714643e-05,5.81405597590341e-05,5.26877605773259e-05,9.56875369212514e-05,7.87977094501249e-05,9.69009329317235e-05,0.000368814324041281,0.00020504472197411,3.37704469071964e-05,0.00102714988907627,7.90316408659888e-05,1.36696481316073e-05,5.62840781786607e-05,0.000116281119518068,0.00287307675622172,0.000246053666368932,0.00251025862995263,3.87603731726894e-05,0.000210751042309303,9.56875369212514e-05
"DLL1",3.56159941736963e-05,3.40946391891449e-05,3.28304116546888e-06,8.3924706605661e-06,1.01759983353418e-05,4.47492139357527e-05,9.95855820192228e-05,0.000178106877352014,7.88639870988989e-05,2.34400644425371e-05,9.84912349640665e-06,4.6624837003145e-06,0.000203519966706836,1.49164046452509e-05,3.06417175443762e-05,2.51774119816983e-05,0.00163070373323852,0.000592394355911393,0.00011818948195688,1.21224576208177e-05
"DLL3",0,1.90588724549931e-05,0,6.28559606396955e-05,2.35962452513928e-05,0,0,0.000113140729151452,5.89906131284819e-06,0.000209647597004924,2.2315680565929e-05,3.77135763838173e-05,0.00019466902332399,6.35295748499768e-06,0.00130918659320117,0.000213710266174965,0.000430631475837918,0,7.43856018864301e-06,0.000854841064699859
"DLL4",0.000903308623321574,5.02433541602094e-05,0.00112406857282012,0.000191377843863348,0.00081269459214198,0.000279831483236131,4.96490579100664e-05,0.000220993565201201,0.00077588264197527,0.000272058386479572,9.92981158201327e-06,0.000148089998227591,0.000169901308461738,0.000155459991856995,0.000234343553335513,4.32878456357573e-05,5.6633769487246e-05,0.000139915741618065,0.000258371711401669,0.000141255075232471
"DMD",8.15571900707855e-05,0.000719374429464479,0.00120252824009419,0.000604253963179859,0.000197549638171458,0.000664152740895629,0.000809395737233775,0.000668868783321106,0.000645207992559992,0.00119248997747328,3.34036336001241e-05,0.000171148328026767,0.00159747336859049,0.000237304013039112,0.00151401455390507,0.000216552817576546,3.98724040346062e-05,0.000316403858240747,0.000840229860556967,6.28701728448037e-05
"DNAJB4",0.000739599975116914,0.000743628818886199,0.000892659194032126,0.000741754381141861,0.000667356537547471,0.000552409372698173,0.00072136513247461,0.00132082929489426,0.00194704337449371,0.000573658338564079,0.000723777724890913,0.00099662174005025,0.00143791651162277,0.000620873016635197,0.00112344295939084,0.00233431764389481,0.00759998486430627,0.000288007175499914,0.000137517767729274,8.02644666160969e-05
"DNAJC9",0.0769713781348408,0.0153325014819103,0.0342545406461646,0.00604243743737981,0.0635332597572097,0.00930727069436042,0.0083972002964875,0.0582398873967351,0.0337185974493716,0.0232914460270666,0.00638798234073288,0.0539223630383,0.0890303939830669,0.0207727012785468,0.0328547797833198,0.0192522804687547,0.121084191413681,0.023580707387935,0.0235699900621286,0.00879104582503537
"DNER",3.99511643220111e-05,4.21765722964388e-06,6.57510884549785e-06,1.37686714075285e-06,1.02529536755604e-05,1.20504492275539e-05,1.64377721137446e-06,6.19590213338782e-06,9.15694828265564e-05,0,0.000100270409893842,0.000885536232176616,7.42455266161269e-06,1.92807187640863e-05,2.4656658170617e-06,2.75373428150569e-06,1.20207043092777e-05,6.02522461377697e-06,5.75322023981062e-06,1.37686714075285e-06
"DNM2",0.0909061407875843,0.0492313479668547,0.137505021738264,0.0929094111753462,0.212922526900247,0.0355048387351517,0.0655135453663676,0.201294123675636,0.178277900398301,0.100439552822976,0.11920180193566,0.138196493228524,0.22941251798131,0.0638891430635806,0.0949614620569729,0.0513741235582268,0.198437730707609,0.0622256843676931,0.0766957436143838,0.042310696732726
"DPEP1",0,8.15016795034126e-06,8.22869326228702e-07,0,3.79934012069488e-06,0,0,2.2481257049683e-06,2.33388035985543e-05,4.32952203087035e-06,0,0,5.42762874384983e-07,0,8.22869326228702e-07,0,0,0,0,0
"DPEP2",0,3.78774695014217e-06,0,5.31295922920721e-06,9.14258717497198e-06,3.78774695014217e-06,0,0,3.04752905832399e-06,3.78774695014217e-06,0,0,0,0,5.19875752565747e-06,0,1.2190116233296e-05,0,2.59937876282873e-06,0
