"","s161_P3_258","s217_P2_360","s220_P3_264","s243_P2_408","s259_P1_379","s282_P2_631","s284_P2_534","s295_P2_794","s306_P2_685","s364_P2_972","s732_P2_199"
"MPP7",0.006312703,0.00177658,0.00268403,0.000197002,0.000762822,0.001328597,0.000872661,0.004209063,7.15e-06,0.000882013,0.003025107
"MPZ",0.000661154,0.002039012,0.000385673,0.001018621,0.000699198,0.001578641,0.000385673,0.005008219,4.82e-05,0.001157294,0.000820556
"MPZL1",0.051947771,0.031703761,0.049193994,0.082859634,0.21278435,0.144577028,0.17238802,0.128973027,0.148947308,0.172764731,0.095391378
"MPZL2",0.012145116,0.010598349,0.006320272,0.004886347,0.020468342,0.015144895,0.004014035,0.020292526,0.014071862,0.003641745,0.007093167
"MPZL3",0.029475155,0.014980446,0.026627693,0.021654035,0.06343571,0.02575657,0.01964964,0.100298514,0.162464695,0.035840287,0.026685178
"MR1",0.030050855,0.012514545,0.047614551,0.026668408,0.027121161,0.081522916,0.020653686,0.068834699,0.011987445,0.019727318,0.02112844
"MRAP2",0,0,0,0.000343004,0.000181075,0.002816771,0.002283303,0,0,0.000301791,0
"MRC1",0.000218966,0.000162817,4.53e-05,0.000962749,0.000834654,0.000110715,0.000113258,0.000583962,1.53e-05,0.001454901,0.000631311
"MRC2",0.000560254,0.000486505,0.000531252,0.002053881,0.001586734,0.003378822,0.000532571,0.00093141,0.00106343,0.003476237,0.000448338
"MRGPRD",0,0,0,0,0,0,0,0,0,0,0
"MRGPRE",0,1.12e-06,0,0,0,0,0,0,0,0,0
"MRGPRF",8.03e-06,2.4e-05,3.05e-05,6.92e-06,0.000117418,1.37e-05,2.09e-05,1.56e-05,6.07e-06,0.000625589,1.73e-05
"MRGPRX2",0,2.7e-05,0,0,0,0,0,0,0,0,0
"MRGPRX3",7.32e-06,0,0,0,8.69e-05,0,0,0,0,0,0
"MS4A1",0,3.22e-06,0,0,0,0,0,0,0,0,0
"MS4A15",2.55e-07,0.000624783,0,1.06e-06,2.18e-07,7.51e-07,0,0.000341534,0,5.02e-06,1.09e-05
"MS4A6A",0,0,0,0,0,6.38e-06,0,0,0,0,0
"MSLN",4.95e-06,0.00030018,0.000203027,3.75e-07,2.07e-05,4.16e-06,0.001736679,2.85e-06,0.000112899,2.18e-06,0.000124084
"MSN",0.35455932,0.089458994,0.434483614,0.279257354,0.072644942,0.128880611,0.104303513,0.656888201,0.142966615,0.142428527,0.143901247
"MSR1",1.12e-05,4.79e-06,0,0,2.83e-06,4.79e-06,0,3.39e-05,0,0.000680286,0.000135567
"MST1R",0.000163003,4.56e-05,5.37e-05,3.65e-05,2.93e-05,5.38e-05,8.64e-05,1.94e-05,4.15e-05,3.84e-05,1.94e-05
"MTM1",0.003596171,0.003742733,0.004909018,0.000899592,0.001667854,0.001932039,0.001658879,0.003343976,0.004214383,0.003856404,0.001974327
"MTNR1A",0,0,5.53e-05,8.66e-06,3.73e-05,0,1.84e-05,4.33e-05,0,4.66e-05,8.66e-06
"MUC1",0.031210618,0.194130298,0.044546292,0.063569099,0.034663139,0.058486395,0.153430596,0.159446211,0.216792278,0.010083425,0.125316397
"MUC12",0,2.44e-05,2.45e-06,2.34e-05,2.8e-06,7.18e-06,5.14e-05,0,1.68e-05,2.8e-06,0
"MUC13",0,0,0,1.9e-05,5.32e-06,0,0.002873079,0,2.13e-07,4.61e-05,0
"MUC15",0.000176159,0.000510318,2.11e-06,5.24e-06,0.00029165,9.1e-05,4.85e-05,0.006814099,0,2.25e-05,0.000300233
"MUC16",9.81e-06,0.000211239,0.013511726,0.000171382,0.008757753,0.000980148,0.032137863,0.010895997,2.43e-06,0.001493257,0.000310393
"MUC17",0,0,0,2.29e-06,0,0,2.59e-05,0,0,0,0
"MUC20",0.004300945,0.00202766,0.00613952,0.002953316,0.00739991,0.004245944,0.006608555,0.014252625,4.61e-05,0.003844408,0.001050548
"MUC4",0.004339964,0.00049195,0.01853659,0.000169199,0.004417356,0.002248161,0.004352403,1.8e-05,5.76e-05,1.15e-05,0.000124077
"MUSK",7.84e-07,2.31e-06,2.35e-06,7.32e-06,0,2.31e-06,7.84e-07,8.14e-07,0,0,8.14e-07
"MXRA8",0.000159486,0.00906796,0.028672468,4.1e-05,0.000244272,0.022542557,0.000169454,0.003767649,0.000226824,0.001565955,3.07e-05
"MYADM",0.001414255,0.000604637,0.002215767,0.000506607,0.000406786,0.003007201,4.74e-05,3.78e-06,0.014073111,0.001088313,0.000207936
"MYH9",0.208093486,0.047669963,0.180975431,0.074655809,0.107226415,0.198789303,0.048503328,0.06742118,0.146046309,0.171946556,0.063109498
"MYLK",1.818716929,0.256298157,1.765468734,0.143859371,0.405186204,0.738569116,0.087217162,0.043998076,0.316045239,4.198332217,0.091951529
"MYO10",0.04331628,0.024878029,0.065376666,0.019383121,0.065947999,0.107821679,0.02271223,0.038539451,0.2272638,0.036667562,0.056728167
"MYO1C",0.022622436,0.006260015,0.035358732,0.016557588,0.018320114,0.015541444,0.030923752,0.0314773,0.025205301,0.01777933,0.021895085
"MYO1G",0.002657016,0.000484133,0.000118529,0.000468036,0.000635213,0.000505183,0.000296332,0.000308485,3.74e-05,0.001208151,0.000212749
"MYO6",0.020227559,0.028597249,0.028414502,0.006149407,0.01759012,0.02277387,0.006568694,0.024700263,0.013775924,0.043079982,0.014611844
"MYOF",0.049195677,0.008366403,0.069121458,0.008622105,0.014464366,0.007360379,0.035399028,0.031025472,0.018189862,0.021623857,0.010218402
"NAALAD2",0,0,0,8.08e-07,0,8.13e-06,0,0,0,4.56e-06,0
"NAALADL1",0,4.25e-06,3.98e-06,0,0,0,0,0,0,2.51e-06,0
"NAGPA",0.001112305,0.002828724,0.000682132,0.000860363,0.001278609,0.005384751,0.001112305,0.002700216,0.001503333,0.000883405,0.000873599
"NCAM1",0.000568527,0.000528893,0.000716432,0.002287017,0.000710729,0.000829588,0.000744174,0.000339283,0.000247773,0.001476878,0.000238755
"NCAM2",0.000263421,0,6.59e-05,0.003923166,2.88e-05,0,0.000197565,0,0,0.000345822,0
"NCKAP1",0.000640336,0.000128964,0.000778784,0.000460711,0.001017595,0.000523302,0.000622,0.000450014,0.001177924,0.001278197,0.000283212
"NCKAP1L",4.78e-05,0.000136844,3.76e-05,0.000223029,0.000143882,7.58e-05,3.82e-05,8.51e-05,1.06e-05,0.000312787,4.66e-05
"NCMAP",6.09e-05,0.001098871,3.46e-05,0.000717071,0.000151506,0.001275454,0.000383164,0.001570039,1.4e-06,1.82e-05,0.001146412
"NCR1",0,0,0,0,2.13e-06,0,0,0,0,0,0
"NCR2",0,0,0,0,0,0,0,0,0,0,0
"NCR3LG1",0.000990204,4.49e-05,0.000458875,0.000301635,0.000844298,0.000186882,3.22e-05,4.71e-05,0.003249751,0.001433714,9.43e-06
"NCS1",0.00271939,0.00014451,0.001007375,0.000173362,0.001756281,0.00778362,0.000506297,0.001917651,0.00088732,0.004733391,7.47e-05
"NCSTN",0.002722049,0.004814493,0.006044412,0.002808516,0.009484849,0.015696036,0.010360407,0.010611685,0.008787091,0.01346778,0.006193387
"NEDD4",0.000538914,0.001208038,0.000744665,0.000632127,0.002540979,0.001898668,0.000857843,0.000636487,0.001425766,0.004228743,0.000509626
"NEGR1",1.97e-06,3.77e-06,1.97e-06,0,1.55e-05,5.66e-06,0,2.87e-06,0,0,0
"NEO1",0.00026271,0.000600217,9.32e-05,0.000297088,0.000468009,0.002911768,0.000497285,0.000201373,0.000285705,0.000121416,0.000267876
"NETO1",2.72e-06,0,0,0,0.000137344,0,0,0,0.000913498,0,0
"NETO2",0.008342851,0.008300119,0.019635872,0.020572686,0.014786299,0.046543069,0.002749424,0.005701734,0.023700092,0.044438677,0.008872817
"NEURL1",3.81e-05,4.66e-05,2.38e-05,0.000158345,0.000115369,3.26e-05,1.43e-05,0.000136504,2.04e-05,0.000332533,1.09e-05
"NF2",0.001589592,0.000348923,0.001722675,0.000792358,0.000961274,0.00154368,0.000454131,0.001031163,0.001724254,0.003076461,0.000467484
"NFAM1",2.58e-06,4.05e-06,3.44e-06,5.09e-05,2.09e-05,2.94e-05,7.75e-06,1.2e-05,4.17e-06,0,9.98e-07
"NFASC",7.79e-05,0.000154194,4.3e-05,0.00019242,0.000330689,0.002407846,7.52e-05,0.000119917,1.38e-05,0.000174529,0.000111548
"NGFR",0,4.01e-05,4.6e-05,5.47e-05,0.002723973,0.001482091,1.15e-05,7.81e-06,8.11e-06,2.43e-05,3.91e-05
"NHS",0.001353598,0.006011388,0.010261659,0.012041086,0.004523572,0.013521316,0.002954629,7.51e-05,0.003331997,0.000147108,0.001003993
"NINJ1",0.000336418,0.001265083,0.000419618,0.000231669,0.001097022,0.001850183,0.000274922,0.001075787,0.000179538,0.000203571,0.000425139
"NIPAL1",0.00126057,0.000717617,0.001916067,0.001370174,0.001593747,0.005661308,0.001630338,0.004198354,0.003068177,0.001951701,0.003478134
"NIPAL2",6.38e-05,0.000190728,8.17e-05,5.63e-05,0.000338042,0.000172192,0.000398753,3.78e-06,0.000235254,0.000174158,9.73e-05
"NIPAL4",4.11e-07,0,0,5.97e-06,6.23e-07,5.35e-06,4.11e-07,0,0,2.08e-07,0
"NKAIN1",1.27e-06,2.96e-06,5.09e-06,2.16e-05,9.87e-06,0.000134613,8.91e-06,2.77e-05,3.59e-06,2.06e-05,0
"NKAIN3",0,0,0,0,0,0,8.05e-06,0,3.98e-06,0,0
"NKG7",0,0,0,0,0,0,0,0,0,0,0
"NKTR",0.00806384,0.008329389,0.009574176,0.003258873,0.003659944,0.013810861,0.015367781,0.00689304,0.003474224,0.005172924,0.004080123
"NLGN1",7.2e-05,1.91e-06,0,3.47e-05,6.74e-06,2.87e-05,0,0,0,1.12e-06,0
"NLGN2",0.000366318,0.000320894,0.001943272,0.000873333,0.001056857,0.001160146,0.000217739,0.002234388,0.000875266,0.005022793,0.000784736
"NLGN3",2.77e-05,9.75e-05,5.54e-05,0.000680203,0.000379836,0.000498506,8.31e-05,0,0,0.00010551,0.000176349
"NLGN4X",0,0.000135715,0,0,6.61e-06,6.79e-05,0,0,0,0,0
"NLGN4Y",0.000134237,0,0,0,0.00251678,0,0,0,0,0,0.002383487
"NMBR",9.59e-06,0,0,0,0,0,0,0,1.24e-05,0,0
"NMUR1",0,0,0,2.04e-05,0,2.47e-05,0,1.02e-05,0,2.37e-05,0
"NMUR2",0,0,0,0,2.68e-05,4.42e-05,0,0,0,2.06e-06,0
"NOD2",3.12e-05,2.9e-05,3.2e-05,0,0.00032879,5.88e-05,0.00013952,5.95e-06,0,3.32e-06,1.39e-05
"NOMO1",0.025018448,0.044928192,0.027775314,0.010446643,0.056813493,0.134567253,0.018883738,0.097943249,0.06688951,0.080866291,0.021113657
"NOMO3",0.000938875,0.000597165,0.001116864,0.00034687,0.000777943,0.000357817,0.000104026,0.003476493,0.000809303,0.001535521,0.001069705
"NOS1",0,1.38e-05,0,7.85e-06,5.35e-06,0.000952097,0.003456815,1.31e-06,0,0,0
"NOS3",0.001911241,0.000193339,0.001058747,0.000160058,0.000141066,6.2e-05,5.96e-05,0.00028167,2.01e-06,0.000205916,5.88e-05
"NOTCH1",0.000897612,0.000600506,0.000535203,0.000297837,0.00636753,0.003576067,0.002093408,0.002396875,0.001300712,0.000978313,0.00077473
"NOTCH2",0.00423877,0.004477363,0.00791823,0.001450559,0.002532509,0.005547461,0.002131157,0.014838179,0.006788544,0.008422544,0.002235216
"NOTCH3",0.033347571,0.004204345,0.030041171,0.002679062,0.099771029,0.063630648,0.081101544,0.011727675,0.000499002,0.033961737,0.006735313
"NOX1",6.59e-05,2.65e-05,0,0.000165249,9.35e-05,0.000204568,2.2e-05,1.84e-05,0,1.34e-05,9.18e-06
"NOX4",1.37e-05,3.31e-05,9.49e-06,0.000283598,4.5e-05,0.000192462,7.63e-05,8.12e-05,2.35e-05,6.01e-05,6.37e-05
"NPBWR1",0,0,9e-07,1.84e-06,0,3.93e-06,9e-07,0,6.33e-06,0,0
"NPC1L1",3.05e-06,1.19e-05,2.29e-06,2.6e-06,3.55e-06,0.000488544,2.9e-05,1.69e-05,1.77e-05,1.77e-06,2.6e-06
"NPDC1",0,1.63e-06,5.62e-05,9.83e-05,0.000166654,3.76e-05,3.34e-06,0.000139195,0.000107135,2.22e-05,0
"NPFFR1",0,3.94e-06,5.91e-06,6.94e-07,0,7e-06,0,5.55e-06,1.12e-06,7.1e-06,1.98e-05
"NPFFR2",0,0.000647099,0,0.000307556,9.59e-06,0.000176482,0,0,0,0.000211063,0.004934874
"NPHS1",0,3.24e-05,0,0,0,0,0,0,0,6.64e-06,0
"NPR1",8.03e-06,5.58e-05,4.02e-06,4.61e-05,0.000200523,8.67e-06,2.19e-05,0.001592363,4.7e-06,3.92e-05,1.84e-05
"NPR2",0.000885115,0.000668185,0.00057954,0.003477488,0.000892945,0.002321271,0.001580562,0.001112099,0.00014958,0.00111052,0.00086495
"NPR3",0.000234407,8.65e-05,6.09e-06,5.03e-05,0.000308377,0.00028112,0.000174537,5.46e-06,0.001762082,8.96e-06,1.86e-05
"NPSR1",1.04e-05,0,0,0,0,0,0,0,0,0,0
"NPTN",0.004425397,0.006841217,0.005136268,0.005111555,0.006802524,0.008351502,0.005907142,0.00516532,0.004814434,0.008203165,0.003175005
"NPTXR",2.27e-05,0.000231915,0.000229696,0.000442193,0.003836658,0.006892503,2.27e-05,0.001553715,0.000283464,0.004977108,1.21e-05
"NPY1R",0,9.36e-07,0,1.68e-05,5.51e-06,9.36e-07,0.011943209,0,0,2.75e-06,8e-07
"NPY2R",1.4e-06,0,0,0,3.53e-05,0,2.81e-06,0,0,6.42e-06,3.83e-06
"NPY4R",0,7.97e-06,0,0,0,6.86e-06,1.16e-05,0,0,0,0
"NPY5R",0,0,0,0,0,0,0.000327408,0,0,0,0
"NPY6R",0,0,0,0,0,5.38e-06,0,0,0,0,0
"NRCAM",1e-05,9.1e-05,1.25e-05,0.000470736,0.002057241,0.000237716,4.25e-05,0.000218316,5.71e-06,0.000205725,0.00049121
"NRG1",0.000238784,0.000718391,0.000540776,0.000476497,0.001288528,0.000344229,7.02e-05,0.000249594,0.00065976,0.000429506,0.000162614
"NRG2",0,7.34e-05,0,0.00011364,0.000377681,0.000110157,7.13e-05,7.58e-06,8.78e-06,1.76e-05,7.58e-06
"NRG3",0,0,0,1.25e-06,0,0,0,0,0,0,0
"NRG4",1.06e-05,6.35e-06,5.32e-06,4.1e-06,4.66e-05,1.27e-05,0.001072582,2.73e-06,1.16e-06,2.79e-05,0
"NRP1",0.025922369,0.00194187,0.019461383,0.004828324,0.008425122,0.005019046,0.00672409,0.049204232,0.013981887,0.022530956,0.008201528
"NRP2",0.000681387,0.000366831,0.000695444,0.001043394,0.002026669,0.000207677,0.000953031,0.000147766,0.002530264,0.002534987,0.002068755
"NRROS",4.49e-06,1.06e-05,8.99e-06,4.22e-06,2.61e-05,0.000273883,6.74e-06,1.58e-05,0,0.000102186,2.11e-06
"NRXN1",0,1.12e-06,0,1.7e-06,1.4e-05,9.68e-06,0,0,4.37e-07,0,0
"NRXN2",1.58e-05,4.21e-05,0,1.28e-05,0.000129666,5.9e-05,3.95e-06,4.26e-06,4.99e-06,9.97e-06,4.26e-06
"NRXN3",0,0.000114822,2.52e-05,9.79e-05,0.000123638,0,8.39e-06,0,8.24e-05,5.89e-06,0.00106002
"NT5E",0.008503005,0.001517327,0.016299255,0.000911907,0.000571056,0.010820346,0.001938036,2e-06,0.008609761,0.014668925,0.000791656
"NTM",0,4.43e-06,0,2.03e-05,2.08e-05,6.65e-06,2.42e-05,5.06e-06,0,0,2.53e-05
"NTNG1",9.68e-05,3.1e-06,0.000408721,3.13e-05,6.6e-06,0,2.5e-06,9.77e-07,0.000790617,7.43e-05,0
"NTNG2",0.000167626,0.000359962,9.7e-05,0.000856541,0.000682668,0.000475665,0.000167626,0.000162292,0.000330991,0.000579234,0.000171308
"NTRK1",0,6.02e-06,0,8.5e-06,0,0,0,0,3.5e-06,5.95e-05,0
"NTRK2",5.02e-06,1.59e-05,1.76e-05,2.14e-06,0.000285878,2.32e-05,0.000197637,1.6e-06,0,0.000161899,3.21e-06
"NTRK3",3.48e-05,6.68e-05,8.69e-06,0.000190985,0.000310199,3.71e-05,8.69e-05,2.94e-05,0,2.07e-05,5.88e-05
"NTSR1",0,0,7.95e-05,1.49e-06,5.12e-06,5.22e-06,9.03e-06,0,0.0011034,0,0
"NTSR2",0,1e-07,0,0,0,0,0,0,0,0,0
"NUP210",0.001127859,0.000264103,0.000705846,8.39e-05,0.000100047,0.004545562,0.000478536,9.67e-05,0,0.001090881,0.00041498
"OCLN",0.000830165,0.000654188,0.000714893,0.000486305,0.000635719,0.000835784,0.000395139,0.002771129,1.49e-05,0.000798368,0.001059143
"OGT",0.002046264,0.000695596,0.004917991,0.002570707,0.001263287,0.001982063,0.003175194,0.003980202,0.001170213,0.001357951,0.002273795
"OLFM4",0,8.44e-06,0,0,0.040993269,1.27e-05,2.87e-05,0,0,0,0
"OLR1",0,0,0,0,0.002844287,1.84e-05,0,1.87e-05,0,0,0
"OMG",0,0,0,0,2.28e-06,0,0,6.5e-07,0,0,0
"OPALIN",0,0,0,1.21e-06,0,0,0,0,0,0,0
"OPCML",3.47e-06,1.13e-06,0,0,3.3e-06,6.79e-06,0,1.33e-06,0,4.95e-06,5.31e-06
"OPN1SW",0,8.37e-05,0,0,0,0,0,0,0,0,0
"OPN3",0.004361763,0.001159891,0.012588214,0.005594793,0.003501413,0.004429546,0.007831882,0.001754225,0.002343941,0.002674463,0.002364573
"OPN4",0,0,0,0,0,3.12e-05,0,0,0,1.51e-05,0
"OPN5",0,7.47e-06,1.02e-05,0,4.38e-06,0,0,0,0,0,0
"OPRD1",5.47e-07,3.5e-06,0,0,0,0.00041293,0,0,0,0,0
"OPRK1",0,0.002640587,0,0,6.42e-05,0.000164329,0.000105643,0,0,0,0.006275974
"OPRL1",2.58e-05,9.78e-05,5.42e-05,3.58e-05,2.81e-05,0.000595351,2.44e-05,2.19e-05,3.34e-05,8.02e-06,9.23e-06
"OPRM1",0,0,0,6.91e-07,0,0,0,0,0,0,0
"OR10A2",0,0,0,0,0,0,0,0,0,0,0
"OR10A3",0,0,0,0,0,0,0,0,0,0,0
"OR10H1",0.000196785,0,0.000313243,5.4e-05,0,0,3.94e-05,0,0,0,0
"OR10H2",0,0,4.35e-05,0,0,0,0,0,0,0,0
"OR10V1",0,0,0,0,0,0,0,0,0,0,0
"OR11H12",0,0,0,0,0,0,0,0,0,0,0
"OR11H4",0,0,0,0,0,0,0,0,0,0,0
"OR13A1",0,0,7.71e-06,0,1.87e-05,5.44e-05,0,0,0,0,4.47e-06
"OR13C2",0,0,0,0,0,1.97e-05,0,0,0,0,0
"OR1F1",0,0,4.91e-06,0,0,0,4.91e-06,0,0,7e-06,0
"OR1F2P",0,0,0,0,0,0,0,0,0,0,0
"OR1J2",0,0,0,0,0,0,0,0,0,4.39e-06,6.4e-06
"OR1L8",0,0,0,0,0,0,0,0,5.75e-05,0,0
"OR1M1",0,0,0,0,0,0,0,2.98e-05,0,0,0
"OR2A7",5.76e-05,1e-05,0.000696039,0.000210136,9.83e-05,0.000117439,0.00033429,0.000421724,2.62e-05,3.28e-05,0.00045928
"OR2AE1",0,6.81e-06,0,0,0,0,1.42e-05,0,1.17e-05,0,0
"OR2AG1",0,0,0,0,0,0,0,0,0,0,0
"OR2AG2",0,0,0,0,0,0,0,0,0,1.04e-05,0
"OR2B6",4.27e-06,2.64e-06,0,8.33e-06,1.97e-05,5.08e-05,1.57e-05,3.33e-06,5.63e-06,3.1e-05,1.67e-06
"OR2C1",0,1.52e-06,0,0,0,0,1.04e-06,0,0,0,0
"OR2D2",0,0,0,0,0,0,0,0,0,0,0
"OR2F1",0,0,0,0,0,0,0,0,7.45e-06,0,0
"OR2K2",0,0,2.23e-06,0,0,0,0,0,0,0,0
"OR2S2",0,0,0,0,0,0,0,0,0,0,0
"OR2V2",0,0,0,0,0,0,0,0,0,0,0
"OR4A16",0,0,0,0,0,0,0,0,0,9.68e-06,0
"OR4A47",0,0,0,0,0,0,0,0,0,0,0
"OR4C6",0,0,0,0,0,0,0,0,0,5.05e-05,0
"OR4D10",0,0,0,0,0,0,0,0,0,0,0
"OR4F21",0,0,0,0,0,0,0,1.79e-06,0,0,0
"OR4K1",0,0,0,0,0,0,0,7.05e-06,0,0,0
"OR4K14",0,0,0,0,0,0,0,0,0,0,0
"OR4N2",0,0,0,0,0,0,0,7.47e-06,0,0,0
"OR51B2",0,1.75e-07,0,0,0,0,0,0,0,1.86e-06,0
"OR51B4",5.71e-06,1.66e-06,0,0,0,0,1.14e-06,0,0,1.61e-05,0
"OR51B5",8.19e-06,0,2.9e-05,0,0,0,0,0,0,0.000114599,0
"OR51E1",3.24e-06,0,0,0,2.57e-06,5.54e-06,6.48e-06,0,2.57e-06,2.57e-06,2.74e-05
"OR51E2",8.28e-07,8.11e-07,4.14e-07,4.28e-06,1.18e-06,8.11e-07,0.000617576,0,0,0,1.43e-06
"OR51I1",0,4.63e-07,0,0,0,0,0,0,0,0,0
"OR52B2",0,0,0,0,0,0,0,0,0,0,0
"OR52E6",0,1.69e-06,0,0,0,0,0,0,0,0,0
"OR52H1",2.11e-05,0,2.11e-05,0,0,0,0,0,0,4.82e-05,5.76e-05
"OR52I1",0,0,0,0,0,0,8.64e-07,0,0,0,0
"OR52L1",0,0,0,0,0,0,0,0,0,0,0
"OR52N2",0,0,1.04e-05,0,0,0,1.04e-05,0,0,0,0
"OR52N4",0,0,0,0,0,0,0,0,0,0,0
"OR52N5",0,6.21e-07,0,0,0,0,0,0,0,0,0
"OR56A3",0,0.000134161,0,0,0,0,0,0,0,0,0
"OR5A1",0,0,0,0,0,0,0,0,0,0,0
"OR5AN1",9.37e-07,0,0,0,0,0,0,0,0,0,0
"OR5AP2",0,0,0,0,0,0,0,0,0,3.52e-06,0
"OR5AU1",0,3.1e-06,0,0,0,0,0,0,0,0,0
"OR5B2",0,2.28e-06,0,0,0,0,0,0,0,0,0
"OR5K3",0,0,0,0,1e-05,0,0,0,0,0,0
"OR5M11",0,4.39e-07,0,0,0,0,0,0,0,0,0
"OR5P3",0,0,0,0,0,0,0,0,0,0,0
"OR6A2",0,0,0,0,0,0,0,0,0,0,0
"OR6T1",0,0,0,0,0,0,0,0,0,0,0
"OR6V1",0,0,0,0,0,0,0,0,0,0,0
"OR7C1",0,0,0,0,4.81e-06,0,0,0,0,0,0
"OR7D2",0,0,0,0,0,0,0,0,0,0,0
"OR7D4",0,0,0,0,0,0,0,0,0,0,0
"OR7G1",0,0,0,0,0,0,0,0,0,0,0
"OR7G2",0,0,0,0,0,0,0,0,0,0,0
"OR8A1",0,9.05e-05,0,0,0,0,0,0,0,0,0
"OR8G2P",0,7.69e-07,0,0,0,0,0,0,0,0,0
"OR8S1",0,0,0,0,0,0,0,0,0,0,0
"OR9A4",0,0,0,1.66e-06,0,0,0,0,0,0,0
"OR9G4",0,0,0,8.73e-07,0,0,0,0,0,0,0
"ORAI3",0.000394688,0.000150107,0.00067691,0.000284919,0.00073884,0.001296071,0.000428852,0.001311337,0.000851674,0.001186331,0.00020725
"OSBPL6",0.000257692,0.000188893,1.92e-05,1.62e-05,0.000277947,0.000300406,0.000111538,5.41e-05,0.000536458,1.17e-05,1.99e-05
"OSCAR",0,5.14e-06,7.01e-05,2.35e-05,0,1.03e-05,4.21e-05,0,9.66e-05,6.04e-06,2.35e-05
"OSCP1",0.00033425,0.000173733,0.000342403,0.000125843,0.000126787,0.000735469,5.98e-05,0.000245832,0.000270707,0.000161054,0.00019023
"OSMR",0.008176649,0.00594384,0.005590836,0.003529232,0.008445443,0.005247816,0.007871184,0.030385945,0.068504624,0.07083216,0.01044894
"OSTM1",0.001394503,0.000665284,0.000980697,0.000828752,0.00810608,0.001819004,0.000959169,0.004437417,0.003744484,0.002137207,0.001115878
"OTOG",0,0,0,0,0,8.65e-06,0.000109458,0,0,0,0
"OTOP1",0,0,0,0,0,0,0,0,0,0,0
"OTOP2",0,0,0,1.89e-05,6.53e-06,0,0.000351824,6.29e-06,6.53e-06,0,0
"OTOP3",0,0,0,0,0,0,0,0,0,0,0
"OXER1",0,0,0,2.62e-06,4.51e-06,0.000269554,9.54e-06,0,0,9.01e-06,5.24e-06
"OXGR1",0,0,0,0,1.04e-06,1.44e-05,0,0,0,0,0
"OXTR",4.06e-05,2.91e-05,0.002800081,2.48e-05,2.85e-05,0.000163515,7.23e-05,0,0.000332578,0.003702704,3.1e-05
"P2RX1",1.07e-06,8.85e-06,0,3.65e-06,4.24e-06,2.21e-06,2.15e-06,1.37e-06,1.06e-06,2.12e-06,4.57e-07
"P2RX2",0,1.83e-07,1.26e-06,0,0,1.83e-07,3.15e-07,0,0,4.44e-07,0
"P2RX3",0,9.17e-06,0,1.97e-06,0,0,0,0,0,0,1.97e-06
"P2RX4",0.000265474,0.000203719,0.000433286,0.000417135,0.000325263,0.000896696,0.000178129,0.000810112,0.000292599,0.000400111,0.000390561
"P2RX6",0,0,5.46e-07,5.67e-07,1.07e-05,3.22e-06,0,4.54e-06,4.67e-07,0,5.67e-07
"P2RX7",0,1.04e-05,1.06e-05,3.4e-06,5.1e-05,0.000104917,2e-06,0.000502408,3.09e-06,6.19e-06,1.7e-06
"P2RY1",3.03e-06,0,0,0.000104962,0.000236657,0.000230285,7.57e-06,1.28e-05,0,1.2e-06,5.12e-06
"P2RY10",3.81e-05,0.000111818,7.62e-05,0,0.000108625,0,0,0.000131096,5.43e-05,0.007766714,4.37e-05
"P2RY11",1.53e-05,9.42e-05,3.53e-05,0.000113247,4.85e-05,9.91e-05,0.000134585,0.000160023,7.76e-05,3.07e-05,5.66e-05
"P2RY13",0,0,7.48e-06,0,0,0,0,2.04e-05,0,0,0
"P2RY14",0,0,0,0,0,0,0,3.66e-05,0,0,0
"P2RY2",0.000380189,0.000173502,0.000299678,0.000364129,0.000780182,7.8e-05,0.000105113,0.000311316,0.000751569,0.000627579,0.000122303
"P2RY4",2.09e-06,0,2.09e-06,9.12e-06,0,2e-06,0,6.08e-05,8.62e-07,1.72e-06,1.01e-06
"P2RY6",0.000315744,0.001272263,0.001664831,0.00071656,0.001897705,0.000418278,8.61e-05,0.004101714,0.000537398,0.01170521,0.001803755
"P4HB",0.008935686,0.006003526,0.011751423,0.006783361,0.012509563,0.022921009,0.012168501,0.016159315,0.0085859,0.008105042,0.008275446
