,tissueType,cellName,CellMarker,shortName,type
1433,Liver,Hepatocytes,PON3,Hepatocytes,other
1434,Liver,Hepatocytes,C1orf53,Hepatocytes,other
1435,Liver,Hepatocytes,TTC36,Hepatocytes,other
1436,Liver,Hepatocytes,FST,Hepatocytes,other
1437,Liver,Hepatocytes,MCC,Hepatocytes,other
1438,Liver,Hepatocytes,AQP9,Hepatocytes,other
1439,Liver,Hepatocytes,GSTA2,Hepatocytes,other
1440,Liver,Hepatocytes,NNT,Hepatocytes,other
1441,Liver,Hepatocytes,SAA4,Hepatocytes,other
1442,Liver,Hepatocytes,MRPS18C,Hepatocytes,other
1443,Liver,Hepatocytes,OCIAD1,Hepatocytes,other
1444,Liver,Hepatocytes,APOA5,Hepatocytes,other
1445,Liver,Hepatocytes,ENTPD5,Hepatocytes,other
1446,Liver,Hepatocytes,C4B,Hepatocytes,other
1447,Liver,Hepatocytes,EID2,Hepatocytes,other
1448,Liver,Hepatocytes,TP53INP2,Hepatocytes,other
1449,Liver,Hepatocytes,ATIC,Hepatocytes,other
1450,Liver,Hepatocytes,SERPINH1,Hepatocytes,other
1451,Liver,Hepatocytes,SAMD5,Hepatocytes,other
1452,Liver,Hepatocytes,GRB14,Hepatocytes,other
1453,Liver,Hepatocytes,CD3G,Hepatocytes,other
1454,Liver,Hepatocytes,RHOB,Hepatocytes,other
1455,Liver,Hepatocytes,EPB41L4B,Hepatocytes,other
1456,Liver,Hepatocytes,GPAT4,Hepatocytes,other
1457,Liver,Hepatocytes,SPTBN1,Hepatocytes,other
1458,Liver,Hepatocytes,SDC2,Hepatocytes,other
1459,Liver,Hepatocytes,PHLDA1,Hepatocytes,other
1460,Liver,Hepatocytes,WTAP,Hepatocytes,other
1461,Liver,Hepatocytes,ACADM,Hepatocytes,other
1462,Liver,Immune system cells,CD19,Immune,other
1463,Liver,Immune system cells,MS4A1,Immune,other
1464,Liver,Immune system cells,IL2RA,Immune,other
1465,Liver,Immune system cells,PTPRC,Immune,other
1466,Liver,Immune system cells,CD4,Immune,other
1467,Liver,Immune system cells,CD8A,Immune,other
1468,Liver,Immune system cells,CD3D,Immune,other
1469,Liver,Immune system cells,CD3E,Immune,other
1470,Liver,Immune system cells,CD3G,Immune,other
1471,Liver,Immune system cells,CD11c,Immune,other
1472,Liver,Immune system cells,CD14,Immune,other
1473,Liver,Immune system cells,CD16,Immune,other
1474,Liver,Immune system cells,CD56,Immune,other
1475,Liver,Immune system cells,CD16,Immune,other
1476,Liver,Immune system cells,CD42b,Immune,other
1477,Liver,Immune system cells,CD7,Immune,other
1478,Liver,Immune system cells,CD8,Immune,other
1479,Liver,Immune system cells,IgD,Immune,other
1480,Liver,Immune system cells,CD38,Immune,other
1481,Liver,Immune system cells,CD24,Immune,other
1482,Liver,Immune system cells,CD20,Immune,other
1483,Liver,Immune system cells,CD14,Immune,other
1484,Liver,Immune system cells,CD16,Immune,other
1485,Liver,Immune system cells,HLA-DR,Immune,other
1486,Liver,Immune system cells,CD11b,Immune,other
1487,Liver,Immune system cells,CD11c,Immune,other
1488,Liver,Immune system cells,CD123,Immune,other
1489,Liver,Immune system cells,CD15,Immune,other
1490,Liver,Immune system cells,CD33,Immune,other
1491,Liver,Immune system cells,CD66b,Immune,other
1492,Liver,Immune system cells,CD38,Immune,other
1493,Liver,Immune system cells,CD27,Immune,other
1494,Liver,Immune system cells,CD94,Immune,other
1495,Liver,Immune system cells,CD45,Immune,other
1496,Liver,Kupffer cells,CD14,Kupffer,other
1497,Liver,Kupffer cells,CD68,Kupffer,other
1498,Liver,Kupffer cells,TNF,Kupffer,other
1499,Liver,Kupffer cells,LYZ,Kupffer,other
1500,Liver,Kupffer cells,MPO,Kupffer,other
1501,Liver,Kupffer cells,VSIG4,Kupffer,other
1502,Liver,Kupffer cells,PROK2,Kupffer,other
1503,Liver,Kupffer cells,STARD5,Kupffer,other
1504,Liver,Kupffer cells,MSR1,Kupffer,other
1505,Liver,Kupffer cells,PPARA,Kupffer,other
1506,Liver,Kupffer cells,TREM1,Kupffer,other
1507,Liver,Kupffer cells,SLC11A1,Kupffer,other
1508,Liver,Kupffer cells,MMP13,Kupffer,other
1509,Liver,Kupffer cells,VDR,Kupffer,other
1510,Liver,Kupffer cells,CHIT1,Kupffer,other
1511,Liver,Kupffer cells,OSM,Kupffer,other
1512,Liver,Kupffer cells,PPARD,Kupffer,other
1513,Liver,Kupffer cells,CLEC4F,Kupffer,other
1514,Liver,Kupffer cells,ADGRE1,Kupffer,other
1515,Liver,Kupffer cells,IL1B,Kupffer,other
1516,Liver,Kupffer cells,SLC40A1,Kupffer,other
1517,Liver,Kupffer cells,G6PD,Kupffer,other
1518,Liver,Kupffer cells,TIMD4,Kupffer,other
1519,Liver,Kupffer cells,MNDA,Kupffer,other
1520,Liver,Kupffer cells,SLC15A3,Kupffer,other
1521,Liver,Kupffer cells,DNASE1L3,Kupffer,other
1522,Liver,Kupffer cells,MARCO,Kupffer,other
1523,Liver,Kupffer cells,HFE,Kupffer,other
1524,Liver,Kupffer cells,CD38,Kupffer,other
1525,Liver,Kupffer cells,CD163,Kupffer,other
1526,Liver,Kupffer cells,CCR5,Kupffer,other
1527,Liver,Kupffer cells,CLEC1B,Kupffer,other
1528,Liver,Kupffer cells,CLEC4G,Kupffer,other
1529,Liver,Kupffer cells,GPIHBP1,Kupffer,other
1530,Liver,Kupffer cells,FOLR2,Kupffer,other
1531,Liver,Kupffer cells,PLTP,Kupffer,other
1532,Liver,Kupffer cells,FTL,Kupffer,other
1533,Liver,Kupffer cells,IRF7,Kupffer,other
1534,Liver,Kupffer cells,SPIC,Kupffer,other
1535,Liver,Kupffer cells,CSF1R,Kupffer,other
1536,Liver,Kupffer cells,C1QC,Kupffer,other
1537,Liver,Kupffer cells,C1QA,Kupffer,other
1538,Liver,Kupffer cells,C1QB,Kupffer,other
1539,Liver,Kupffer cells,CLEC4E,Kupffer,other
1540,Liver,Liver progenitor cell,KRT7,Progenitor,other
1541,Liver,Liver progenitor cell,KRT19,Progenitor,other
1542,Liver,Mast cells,KIT,Mast,other
1543,Liver,Mast cells,ENPP3,Mast,other
1544,Liver,Mast cells,IL2RA,Mast,other
1545,Liver,Mast cells,ISG20,Mast,other
1546,Liver,Mast cells,SLC18A2,Mast,other
1547,Liver,Mast cells,CD9,Mast,other
1548,Liver,Mast cells,FCER1A,Mast,other
1549,Liver,Mast cells,TPSB2,Mast,other
1550,Liver,Mast cells,FCER2,Mast,other
1551,Liver,Mesenchymal stem cell,CD44,Mesenchymal stem cell,other
1552,Liver,Mesenchymal stem cell,ENG,Mesenchymal stem cell,other
1553,Liver,Mesenchymal stem cell,NT5E,Mesenchymal stem cell,other
1554,Liver,Mesenchymal stem cell,ITGB1,Mesenchymal stem cell,other
1555,Liver,Mesenchymal stem cell,THY1,Mesenchymal stem cell,other
1556,Liver,Monocytes,FCGR3A,Monocytes,other
1557,Liver,Monocytes,FCGR3B,Monocytes,other
1558,Liver,Monocytes,CD14,Monocytes,other
1559,Liver,Monocytes,Elane1,Monocytes,other
1560,Eye,Muller cells,Apoe,Muller,other
1561,Eye,Muller cells,Glul,Muller,other
1562,Eye,Muller cells,Rlbp1,Muller,other
1563,Eye,Muller cells,Abca8a,Muller,other
1564,Eye,Muller cells,Vim,Muller,other
1565,Eye,Muller cells,Aldh1a1,Muller,other
1566,Eye,Muller cells,RLBP1,Muller,other
1567,Eye,Muller cells,GLUL,Muller,other
1568,Eye,Muller cells,PAX6,Muller,other
1569,Eye,Muller cells,CA8,Muller,other
1570,Eye,Muller cells,EDN2,Muller,other
1571,Eye,Muller cells,KCNJ2,Muller,other
1572,Eye,Muller cells,PRSS56,Muller,other
1573,Eye,Muller cells,RGR,Muller,other
1574,Eye,Muller cells,ApoE,Muller,other
1575,Eye,Muller cells,Aqp4,Muller,other
1576,Eye,Astrocytes,PRDX6,Astrocytes,other
1577,Eye,Astrocytes,SLC1a3,Astrocytes,other
1578,Eye,Astrocytes,PAX2,Astrocytes,other
1579,Eye,Astrocytes,Rlbp1,Astrocytes,other
1580,Eye,Astrocytes,GFAP,Astrocytes,other
1581,Eye,Astrocytes,S100B,Astrocytes,other
1582,Eye,Retinal ganglion cells,BMP4,RGCs,other
1583,Eye,Retinal ganglion cells,GRIA4,RGCs,other
1584,Eye,Retinal ganglion cells,GRM3,RGCs,other
1585,Eye,Retinal ganglion cells,KCNJ2,RGCs,other
1586,Eye,Retinal ganglion cells,MED1,RGCs,other
1587,Eye,Retinal ganglion cells,NMT,RGCs,other
1588,Eye,Retinal ganglion cells,POU6F2,RGCs,other
1589,Eye,Retinal ganglion cells,ZIC2,RGCs,other
1590,Eye,Retinal ganglion cells,SLC17a6,RGCs,other
1591,Eye,Retinal ganglion cells,Pax6,RGCs,other
1592,Eye,Retinal ganglion cells,THY1,RGCs,other
1593,Eye,Retinal ganglion cells,Nefl,RGCs,other
1594,Eye,Retinal ganglion cells,Pou4f2,RGCs,other
1595,Eye,Retinal ganglion cells,SNCG,RGCs,other
1596,Eye,Retinal ganglion cells,NRN1,RGCs,other
1597,Eye,Retinal ganglion cells,Cerkl ,RGCs,other
1598,Eye,Retinal progenitor cells,PAX6,RPCs,other
1599,Eye,Retinal progenitor cells,CALB2,RPCs,other
1600,Eye,Retinal progenitor cells,SIX6,RPCs,other
1601,Eye,Retinal progenitor cells,RHO,RPCs,other
1602,Eye,Retinal progenitor cells,SIX3,RPCs,other
1603,Eye,Retinal progenitor cells,NEFH,RPCs,other
1604,Eye,Retinal progenitor cells,LGR5,RPCs,other
1605,Eye,Retinal progenitor cells,SAG,RPCs,other
1606,Eye,Retinal progenitor cells,RAX,RPCs,other
1607,Eye,Retinal progenitor cells,NOTCH1,RPCs,other
1608,Eye,Retinal progenitor cells,HES1,RPCs,other
1609,Eye,Retinal progenitor cells,MSI1,RPCs,other
1610,Eye,Retinal progenitor cells,SOX9,RPCs,other
1611,Eye,Retinal progenitor cells,KIT,RPCs,other
1612,Eye,Retinal progenitor cells,PDGFRA,RPCs,other
1613,Eye,Retinal progenitor cells,Og9x,RPCs,other
1614,Eye,Retinal progenitor cells,Sfrp2,RPCs,other
1615,Eye,Retinal progenitor cells,Fgf15,RPCs,other
1616,Eye,Rod bipolar cells,PRKCA,RBCs,other
1617,Eye,Rod bipolar cells,PCP4,RBCs,other
1618,Eye,Rod bipolar cells,RCVRN,RBCs,other
1619,Eye,Rod bipolar cells,SLC1A2,RBCs,other
1620,Eye,Rod bipolar cells,Car8,RBCs,other
1621,Eye,Rod bipolar cells,Sebox,RBCs,other
1622,Eye,Rod bipolar cells,Vsx2,RBCs,other
1623,Eye,Rod bipolar cells,Otx2,RBCs,other
1624,Eye,Rod bipolar cells,GRM3,RBCs,other
1625,Eye,Rod bipolar cells,KCNA4,RBCs,other
1626,Eye,Rod bipolar cells,KCNMA1,RBCs,other
1627,Eye,Rod bipolar cells,RORB,RBCs,other
1628,Eye,Rod bipolar cells,Cabp5,RBCs,other
1629,Eye,Rod bipolar cells,Og9x,RBCs,other
1630,Eye,Rod bipolar cells,Vstm2b,RBCs,other
1631,Eye,Rod bipolar cells, Casp7,RBCs,other
1632,Eye,Rod bipolar cells, Rpa1,RBCs,other
1633,Eye,Rod bipolar cells,GABRA1,RBCs,other
1634,Eye,Rod bipolar cells,LHX4,RBCs,other
1635,Eye,Cone bipolar cells,PCP4,CBCs,other
1636,Eye,Cone bipolar cells,RCVRN,CBCs,other
1637,Eye,Cone bipolar cells,SLC1A2,CBCs,other
1638,Eye,Cone bipolar cells,Car8,CBCs,other
1639,Eye,Cone bipolar cells,Scgn,CBCs,other
1640,Eye,Cone bipolar cells,Vsx2,CBCs,other
1641,Eye,Cone bipolar cells,Otx2,CBCs,other
1642,Eye,Cone bipolar cells,MIP,CBCs,other
1643,Eye,Cone bipolar cells,GNAS,CBCs,other
1644,Eye,Cone bipolar cells,ISL1,CBCs,other
1645,Eye,Cone bipolar cells,SLC1A7,CBCs,other
1646,Eye,Cone bipolar cells,GJD2,CBCs,other
1647,Eye,Cone bipolar cells,GNB3,CBCs,other
1648,Eye,Cone bipolar cells,GRIA4,CBCs,other
1649,Eye,Cone bipolar cells,TJP2,CBCs,other
1650,Eye,Cone bipolar cells,LRIT2,CBCs,other
1651,Eye,Cone bipolar cells,Cabp5,CBCs,other
1652,Eye,Cone bipolar cells,Scgn,CBCs,other
1653,Eye,Cone bipolar cells,Vsx1,CBCs,other
1654,Eye,Cone bipolar cells,GABRA1,CBCs,other
1655,Eye,Cone bipolar cells,LHX4,CBCs,other
1656,Eye,Cone bipolar cells,LHX3,CBCs,other
1657,Eye,GABAergic amacrine cells,Pax6,GABAergic ACs,other
1658,Eye,GABAergic amacrine cells,Tfap2a,GABAergic ACs,other
1659,Eye,GABAergic amacrine cells,Gad2,GABAergic ACs,other
1660,Eye,GABAergic amacrine cells,Fut4,GABAergic ACs,other
1661,Eye,GABAergic amacrine cells,Calb2,GABAergic ACs,other
1662,Eye,GABAergic amacrine cells,Pvalb,GABAergic ACs,other
1663,Eye,GABAergic amacrine cells,Pcp4,GABAergic ACs,other
1664,Eye,GABAergic amacrine cells,Vip,GABAergic ACs,other
1665,Eye,GABAergic amacrine cells,Thy1,GABAergic ACs,other
1666,Eye,GABAergic amacrine cells,STX1A,GABAergic ACs,other
1667,Eye,GABAergic amacrine cells,MIP,GABAergic ACs,other
1668,Eye,GABAergic amacrine cells, GNAS,GABAergic ACs,other
1669,Eye,GABAergic amacrine cells, ISL1,GABAergic ACs,other
1670,Eye,GABAergic amacrine cells,Gad1,GABAergic ACs,other
1671,Eye,GABAergic amacrine cells,ZEB2,GABAergic ACs,other
1672,Eye,GABAergic amacrine cells,TJP2,GABAergic ACs,other
1673,Eye,GABAergic amacrine cells,SEMA3D,GABAergic ACs,other
1674,Eye,GABAergic amacrine cells,POU6F2,GABAergic ACs,other
1675,Eye,GABAergic amacrine cells,KCNMA1,GABAergic ACs,other
1676,Eye,GABAergic amacrine cells,KCNA4,GABAergic ACs,other
1677,Eye,GABAergic amacrine cells,GRM3,GABAergic ACs,other
1678,Eye,GABAergic amacrine cells,GJD2,GABAergic ACs,other
1679,Eye,GABAergic amacrine cells,FRMPD2,GABAergic ACs,other
1680,Eye,GABAergic amacrine cells,Prox1,GABAergic ACs,other
1681,Eye,GABAergic amacrine cells,Nr4a2,GABAergic ACs,other
1682,Eye,GABAergic amacrine cells,Ngn2,GABAergic ACs,other
1683,Eye,GABAergic amacrine cells,C1ql2,GABAergic ACs,other
1684,Eye,GABAergic amacrine cells,Reln,GABAergic ACs,other
1685,Eye,Rod photoreceptor cells,Rho,Rod,other
1686,Eye,Rod photoreceptor cells,Pdc,Rod,other
1687,Eye,Rod photoreceptor cells,NRL,Rod,other
1688,Eye,Rod photoreceptor cells,ROM1,Rod,other
1689,Eye,Rod photoreceptor cells,CRX,Rod,other
1690,Eye,Rod photoreceptor cells,ARR3,Rod,other
1691,Eye,Rod photoreceptor cells,CABP4,Rod,other
1692,Eye,Rod photoreceptor cells,CACNA1D,Rod,other
1693,Eye,Rod photoreceptor cells,DYNLRB2,Rod,other
1694,Eye,Rod photoreceptor cells,EDN2,Rod,other
1695,Eye,Rod photoreceptor cells,FRMPD2,Rod,other
1696,Eye,Rod photoreceptor cells,GJD2,Rod,other
1697,Eye,Rod photoreceptor cells,KCNQ5,Rod,other
1698,Eye,Rod photoreceptor cells,KCNA4,Rod,other
1699,Eye,Rod photoreceptor cells,LRIT1,Rod,other
1700,Eye,Rod photoreceptor cells,LRIT2,Rod,other
1701,Eye,Rod photoreceptor cells,MAF,Rod,other
1702,Eye,Rod photoreceptor cells,MED1,Rod,other
1703,Eye,Rod photoreceptor cells,RORB,Rod,other
1704,Eye,Rod photoreceptor cells,RP1L1,Rod,other
1705,Eye,Rod photoreceptor cells,TSPAN10,Rod,other
1706,Eye,Rod photoreceptor cells,TTC8,Rod,other
1707,Eye,Rod photoreceptor cells,Gcap2,Rod,other
1708,Eye,Rod photoreceptor cells,Samd7 ,Rod,other
1709,Eye,Rod photoreceptor cells,Cerkl ,Rod,other
1710,Eye,Rod photoreceptor cells,SAMD11,Rod,other
1711,Eye,Rod photoreceptor cells,SLC24A1,Rod,other
1712,Eye,Rod photoreceptor cells,RP1,Rod,other
1713,Eye,Rod photoreceptor cells,PDE6B,Rod,other
1714,Eye,Cone photoreceptor cells,Arr3,Cone,other
1715,Eye,Cone photoreceptor cells,Opn1sw,Cone,other
1716,Eye,Cone photoreceptor cells,NRL,Cone,other
1717,Eye,Cone photoreceptor cells,ROM1,Cone,other
1718,Eye,Cone photoreceptor cells,CRX,Cone,other
1719,Eye,Cone photoreceptor cells,ARR3,Cone,other
1720,Eye,Cone photoreceptor cells,OPN1LW,Cone,other
1721,Eye,Cone photoreceptor cells,OPN1MW,Cone,other
1722,Eye,Cone photoreceptor cells,CABP4,Cone,other
1723,Eye,Cone photoreceptor cells,CACNA1D,Cone,other
1724,Eye,Cone photoreceptor cells,EDN2,Cone,other
1725,Eye,Cone photoreceptor cells,GJD2,Cone,other
1726,Eye,Cone photoreceptor cells,GNB3,Cone,other
1727,Eye,Cone photoreceptor cells,KCNQ5,Cone,other
1728,Eye,Cone photoreceptor cells,LRIT1,Cone,other
1729,Eye,Cone photoreceptor cells,MED1,Cone,other
1730,Eye,Cone photoreceptor cells,RP1L1,Cone,other
1731,Eye,Cone photoreceptor cells,THRB,Cone,other
1732,Eye,Cone photoreceptor cells,TSPAN10,Cone,other
1733,Eye,Cone photoreceptor cells,TTC8,Cone,other
1734,Eye,Cone photoreceptor cells,Opmw,Cone,other
1735,Eye,Cone photoreceptor cells,SLC24A1,Cone,other
1736,Eye,Cone photoreceptor cells,RP1,Cone,other
1737,Eye,Cone photoreceptor cells,PDE6B,Cone,other
1738,Eye,Microglial cells,P2RY12,Microglial,other
1739,Eye,Microglial cells,ITGAM,Microglial,other
1740,Eye,Microglial cells,CD40,Microglial,other
1741,Eye,Microglial cells,PTPRC,Microglial,other
1742,Eye,Microglial cells,CD68,Microglial,other
1743,Eye,Microglial cells,AIF1,Microglial,other
1744,Eye,Microglial cells,CX3CR1,Microglial,other
1745,Eye,Microglial cells,TMEM119,Microglial,other
1746,Eye,Microglial cells,ADGRE1,Microglial,other
1747,Eye,Microglial cells,C1QA,Microglial,other
1748,Eye,Microglial cells,NOS2,Microglial,other
1749,Eye,Microglial cells,TNF,Microglial,other
1750,Eye,Microglial cells,ISYNA1,Microglial,other
1751,Eye,Microglial cells,CCL4,Microglial,other
1752,Eye,Microglial cells,ADORA3,Microglial,other
1753,Eye,Microglial cells,ADRB2,Microglial,other
1754,Eye,Microglial cells,BHLHE41,Microglial,other
1755,Eye,Microglial cells,BIN1,Microglial,other
1756,Eye,Microglial cells,KLF2,Microglial,other
1757,Eye,Microglial cells,NAV3,Microglial,other
1758,Eye,Microglial cells,RHOB,Microglial,other
1759,Eye,Microglial cells,SALL1,Microglial,other
1760,Eye,Microglial cells,SIGLEC8,Microglial,other
1761,Eye,Microglial cells,SLC1A3,Microglial,other
1762,Eye,Microglial cells,SPRY1,Microglial,other
1763,Eye,Microglial cells,TAL1,Microglial,other
1764,Eye,Microglial cells,CX3CR1,Microglial,other
1765,Eye,Microglial cells,CX3CL1,Microglial,other
1766,Eye,Horizontal cells,Rcvrn,Horizontal,other
1767,Eye,Horizontal cells,Prox1,Horizontal,other
1768,Eye,Horizontal cells,Ntrk1,Horizontal,other
1769,Eye,Horizontal cells,Lhx1,Horizontal,other
1770,Eye,Horizontal cells,Lim2,Horizontal,other
1771,Eye,Horizontal cells,Calb2,Horizontal,other
1772,Eye,Horizontal cells,CALB1,Horizontal,other
1773,Eye,Horizontal cells,LIM1,Horizontal,other
1774,Eye,Horizontal cells,DLG2,Horizontal,other
1775,Eye,Horizontal cells,TFAP2B,Horizontal,other
1776,Eye,Horizontal cells,ZEB2,Horizontal,other
1777,Eye,Horizontal cells,Lim1,Horizontal,other
1778,Eye,Synapses,SYP,Synapses,other
1779,Eye,Synapses,DLG4,Synapses,other
1780,Eye,Synapses,HOMER1,Synapses,other
1781,Eye,Synapses,SLC32A1,Synapses,other
1782,Eye,Retinal pigment epithelial cells,EZR,RPE,other
1783,Eye,Retinal pigment epithelial cells,RPE65,RPE,other
1784,Eye,Retinal pigment epithelial cells,BEST1,RPE,other
1785,Eye,Retinal pigment epithelial cells,ANO2,RPE,other
1786,Eye,Retinal pigment epithelial cells,BMP2,RPE,other
1787,Eye,Retinal pigment epithelial cells,BMP4,RPE,other
1788,Eye,Retinal pigment epithelial cells,CLU,RPE,other
1789,Eye,Retinal pigment epithelial cells,EFEMP1,RPE,other
1790,Eye,Retinal pigment epithelial cells,IL4,RPE,other
1791,Eye,Retinal pigment epithelial cells,KCNJ5,RPE,other
1792,Eye,Retinal pigment epithelial cells,MED1,RPE,other
1793,Eye,Retinal pigment epithelial cells,RDH5,RPE,other
1794,Eye,Retinal pigment epithelial cells,RGR,RPE,other
1795,Eye,Retinal pigment epithelial cells,SBSPON,RPE,other
1796,Eye,Retinal pigment epithelial cells,TGFBR1,RPE,other
1797,Eye,Retinal pigment epithelial cells,TMEM98,RPE,other
1798,Eye,Retinal pigment epithelial cells,TTC8,RPE,other
1799,Eye,Retinal pigment epithelial cells,TRAF1,RPE,other
1800,Eye,Retinal pigment epithelial cells,Cerkl ,RPE,other
1801,Eye,Cornea epithelial cells,KRT3,CEP,other
1802,Eye,Cornea epithelial cells,KLF6,CEP,other
1803,Eye,Immune cells,CD25,Immune,other
1804,Eye,Immune cells,CD69,Immune,other
1805,Eye,Immune cells,CD4,Immune,other
1806,Eye,Immune cells,CD3,Immune,other
1807,Eye,Immune cells,ITGAM,Immune,other
1808,Eye,Immune cells,C1qa,Immune,other
1809,Eye,Immune cells,Fcer1g,Immune,other
1810,Eye,Immune cells,CD19,Immune,other
1811,Eye,Immune cells,CD20,Immune,other
1812,Eye,Immune cells,Trac,Immune,other
1813,Eye,Immune cells,Ltb,Immune,other
1814,Eye,Immune cells,Cd52,Immune,other
1815,Eye,Immune cells,Trbc2,Immune,other
1816,Eye,Fibroblasts,PAX6,Fibroblasts,Fibroblast
1817,Eye,Fibroblasts,COL1A1,Fibroblasts,Fibroblast
1818,Eye,Fibroblasts,TGFB1,Fibroblasts,Fibroblast
1819,Eye,Fibroblasts,ACTA2,Fibroblasts,Fibroblast
1820,Eye,Fibroblasts,ICAM1,Fibroblasts,Fibroblast
1821,Eye,Fibroblasts,FBLN1,Fibroblasts,Fibroblast
1822,Eye,Fibroblasts,CRHBP,Fibroblasts,Fibroblast
1823,Eye,Fibroblasts,FN1,Fibroblasts,Fibroblast
1824,Eye,Fibroblasts,PDGFRA,Fibroblasts,Fibroblast
1825,Eye,Endothelial cells,PECAM1,Endothelial,other
1826,Eye,Endothelial cells,VWF,Endothelial,other
1827,Eye,Endothelial cells,CDH5,Endothelial,other
1828,Eye,Endothelial cells,BMP2,Endothelial,other
1829,Eye,Endothelial cells,BMP4,Endothelial,other
1830,Eye,Endothelial cells,CD34,Endothelial,other
1831,Eye,Endothelial cells,CD55,Endothelial,other
1832,Eye,Endothelial cells,FLT1,Endothelial,other
1833,Eye,Endothelial cells,MED1,Endothelial,other
1834,Eye,Endothelial cells,TGFBR1,Endothelial,other
1835,Eye,Endothelial cells,TMEM98,Endothelial,other
1836,Eye,Endothelial cells,TNFSF12,Endothelial,other
1837,Eye,Endothelial cells,CD93,Endothelial,other
1838,Eye,Endothelial cells,SLCO1A4,Endothelial,other
1839,Eye,Endothelial cells,CLDN5,Endothelial,other
1840,Eye,Endothelial cells,ICAM1,Endothelial,other
1841,Eye,Endothelial cells,GNG11,Endothelial,other
1842,Eye,Pericytes,Kcnj8,Pericytes,other
1843,Eye,Pericytes, Rgs5,Pericytes,other
1844,Eye,Pericytes, Dlk1,Pericytes,other
1845,Eye,Pericytes,  Abcc9,Pericytes,other
1846,Eye,Pericytes,SUR2B,Pericytes,other
1847,Eye,Pericytes,DLK1,Pericytes,other
1848,Eye,Pericytes,VCAM1,Pericytes,other
1849,Eye,Extracellular matrix cells,ANTXR2,ECMs,other
1850,Eye,Extracellular matrix cells,COL10A1,ECMs,other
1851,Eye,Extracellular matrix cells,EFEMP1,ECMs,other
1852,Eye,Extracellular matrix cells,LAMA2,ECMs,other
1853,Eye,Extracellular matrix cells,SNTB1,ECMs,other
1854,Eye,Extracellular matrix cells,TCF7L2,ECMs,other
1855,Eye,Extracellular matrix cells,TGFBR1,ECMs,other
1856,Eye,Extracellular matrix cells,TMEM98,ECMs,other
1857,Eye,Extracellular matrix cells,VIPR2,ECMs,other
1858,Eye,Extracellular matrix cells,ZIC2,ECMs,other
1859,Eye,Glycinergic amacrine cells,Pax6,Glycinergic ACs,other
1860,Eye,Glycinergic amacrine cells,Tfap2a,Glycinergic ACs,other
1861,Eye,Glycinergic amacrine cells,Fut4,Glycinergic ACs,other
1862,Eye,Glycinergic amacrine cells,Calb2,Glycinergic ACs,other
1863,Eye,Glycinergic amacrine cells,Pvalb,Glycinergic ACs,other
1864,Eye,Glycinergic amacrine cells,Slc6a9,Glycinergic ACs,other
1865,Eye,Glycinergic amacrine cells,Pcp4,Glycinergic ACs,other
1866,Eye,Glycinergic amacrine cells,Vip,Glycinergic ACs,other
